CC(=O)CCCCn1c(=O)n(C)c2ncn(C)c2c1=O	CHEMBL628
CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H]([C@@H](C)CN2CCN(CCOC)CC2)N(C)C(=O)[C@@H](C)N(C)C1=O)C(C)C	CHEMBL3344501
CN(CCS(C)(=O)=O)Cc1nc2c(N)cc(nn2c1Cc1cccc(c1C)C(F)(F)F)N1CCOCC1	CHEMBL3897548
Cc1c(Cc2c(CNCCS(C)(=O)=O)nc3c(N)cc(nn23)N2CCOCC2)cccc1C(F)(F)F	CHEMBL3916621
Cc1nc2c(cc(nn2c1Cc1cccc(c1C)C(F)(F)F)N1CCOCC1)-c1cnc[nH]1	CHEMBL3986383
Cc1nc2c(N)cc(nn2c1Cc1cccc(c1C)C(F)(F)F)N1CCOCC1	CHEMBL3975628
Cc1nc2c(cc(nn2c1Cc1cccc(c1C)C(F)(F)F)N1CCOCC1)C(O)=O	CHEMBL3970860
Cc1nc2c(cc(nn2c1Cc1cccc(c1C)C(F)(F)F)N1CCOCC1)C(N)=O	CHEMBL3941289
Cc1c(Cc2c(CO)nc3c(cc(nn23)N2CCOCC2)C(O)=O)cccc1C(F)(F)F	CHEMBL3974658
Cc1nc2c(cc(nn2c1Nc1cccc(c1CN1CC(O)C1)C(F)(F)F)N1CCOCC1)-c1cnc[nH]1	CHEMBL3983623
Cc1nc2c(N)cc(nn2c1Nc1cccc(c1CN1CC(O)C1)C(F)(F)F)N1CCOCC1	CHEMBL3955003
CN1CCN(Cc2c(Nc3c(C)nc4c(N)cc(nn34)N3CCOCC3)cccc2C(F)(F)F)CC1	CHEMBL3956037
Cc1c(Nc2c(CO)nc3c(N)cc(nn23)N2CCOC(CO)C2)cccc1C(F)(F)F	CHEMBL3928423
Cc1nnc2[C@H](CC(=O)OC(C)(C)C)N=C(c3c(C)c(C)sc3-n12)c1ccc(Cl)cc1	CHEMBL1957266
COc1cc(ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)C=C)c2)n1)N1CCN(C)CC1	CHEMBL1229592
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(on4)C(C)(C)C(F)(F)F)c3)c2cc1OC	CHEMBL2029988
NC1(CCC1)c1ccc(cc1)-c1nc2ccn3c(n[nH]c3=O)c2cc1-c1ccccc1	CHEMBL1079175
COc1ccc(C[C@@H](C)NC[C@@H](O)c2cc(O)cc(O)c2)cc1	CHEMBL228998
COc1ccc(C[C@H](C)NC[C@@H](O)c2cc(O)cc(O)c2)cc1	CHEMBL228417
C[C@H](Cc1ccc(N)cc1)NC[C@H](O)c1cc(O)cc(O)c1	CHEMBL229391
C[C@@H](Cc1ccc(N)cc1)NC[C@H](O)c1cc(O)cc(O)c1	CHEMBL229442
C[C@H](Cc1ccc(N)cc1)NC[C@@H](O)c1cc(O)cc(O)c1	CHEMBL229443
C[C@@H](Cc1ccc(N)cc1)NC[C@@H](O)c1cc(O)cc(O)c1	CHEMBL229400
CCCC[C@@H](C)NC[C@H](O)c1cc(O)cc(O)c1	CHEMBL425658
CCCC[C@H](C)NC[C@H](O)c1cc(O)cc(O)c1	CHEMBL229615
CCCC[C@@H](C)NC[C@@H](O)c1cc(O)cc(O)c1	CHEMBL229616
CCCC[C@H](C)NC[C@@H](O)c1cc(O)cc(O)c1	CHEMBL389734
OC(=O)CCCOc1ccccc1-c1cc(-c2ccccc2)n(n1)-c1ccc(Br)cc1	CHEMBL2334255
COc1ccccc1-n1nc(cc1-c1ccccc1)-c1ccccc1OCCCC(O)=O	CHEMBL2334260
CC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(cc1)-c1scnc1C)C(C)(C)C	CHEMBL3344081
NC(=O)c1cccc2CN(CCc3ccccc3)C(=O)c12	CHEMBL3605972
NC(=O)c1cccc2CN(CCN3CCc4ccccc4C3)C(=O)c12	CHEMBL3605983
NC(=O)c1cccc2CN(CCCN3CCOCC3)C(=O)c12	CHEMBL3605976
NC(=O)c1cccc2CN(CCN3CCCc4ccccc34)C(=O)c12	CHEMBL3605982
NC(=O)c1cccc2CN(C3CCN(Cc4ccncc4)CC3)C(=O)c12	CHEMBL3606006
NC(=O)c1cccc2CN(C3CCN(Cc4cccs4)CC3)C(=O)c12	CHEMBL3606009
NC(=O)c1cccc2CN(C3CCN(Cc4cccnc4)CC3)C(=O)c12	CHEMBL3606007
NC(=O)c1cccc2CN(C3CCN(Cc4ccco4)CC3)C(=O)c12	CHEMBL3606011
NC(=O)c1cccc2CN(CCN3CCOCC3)C(=O)c12	CHEMBL3605975
NC(=O)c1cccc2CN(CCCc3ccccc3)C(=O)c12	CHEMBL3605973
NC(=O)c1cccc2CN(C3CCN(CC4CC4)CC3)C(=O)c12	CHEMBL3605994
NC(=O)c1cccc2CN(CCCN3CCC(Cc4ccccc4)CC3)C(=O)c12	CHEMBL3605981
CCNC(=O)CNC(=O)[C@H]1CCCN1C(=O)[C@H](CCCCNC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCNc1n[nH]c(N)n1)NC(=O)[C@H](CCCCNc1n[nH]c(N)n1)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O	CHEMBL2370814
CC(C)C[C@H](NC(=O)[C@H](Cc1cccnc1)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](C)C(N)=O	CHEMBL266716
CC(C)C[C@H](NC(=O)[C@H](CCCCNc1n[nH]c(N)n1)NC(=O)[C@H](CCCCNc1n[nH]c(N)n1)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@@H]1C(=O)NCC(N)=O	CHEMBL2370803
CC(C)C[C@H](NC(=O)[C@H](CCCCNC(=O)c1cccnc1)NC(=O)[C@H](CCCCNC(=O)c1cccnc1)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](C)C(N)=O	CHEMBL2370809
CC(C)C[C@H](NC(=O)[C@H](CCCCNc1n[nH]c(N)n1)NC(=O)[C@H](CCCCNc1n[nH]c(N)n1)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](C)C(N)=O	CHEMBL2370818
CC(C)C[C@H](NC(=O)[C@H](CCC(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](C)C(N)=O	CHEMBL2370808
CC(C)C[C@H](NC(=O)[C@H](CCCNc1n[nH]c(N)n1)NC(=O)[C@H](CCCNc1n[nH]c(N)n1)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](C)C(N)=O	CHEMBL2370807
COc1cccc(OC)c1OCCNCC1COc2ccccc2O1	CHEMBL25554
CNc1ccc(cc1)[C@@H]1Cc2c(cccc2C(F)(F)F)N(CCN(C)C)C(=O)[C@@H]1C	CHEMBL355684
CCc1ccc(cc1)[C@@H]1Cc2c(cccc2C(F)(F)F)N(CCN(C)C)C(=O)[C@@H]1C	CHEMBL165049
CNCCN1c2cccc(c2C[C@H]([C@@H](OC(C)=O)C1=O)c1ccc(OCCOC)cc1)C(F)(F)F	CHEMBL164760
COc1ccc(cc1)[C@@H]1Cc2c(OC)cccc2N(CCN(C)C)C(=O)[C@@H]1C	CHEMBL168099
COc1ccccc1[C@@H]1Cc2cc(Cl)ccc2N(CCN(C)C)C(=O)[C@@H]1OC(C)=O	CHEMBL348940
CNC(=O)CN1c2cccc(c2C[C@H]([C@@H](OC(C)=O)C1=O)c1ccc(OC)cc1)C(F)(F)F	CHEMBL351402
COc1ccc(cc1)[C@@H]1Cc2c(cccc2C(F)(F)F)N(CC(C)N(C)C)C(=O)[C@@H]1C	CHEMBL349753
CCCN(C)CCN1c2cccc(c2C[C@H]([C@@H](OC(C)=O)C1=O)c1ccc(OC)cc1)C(F)(F)F	CHEMBL165444
COc1ccc(cc1)[C@@H]1Cc2c(cccc2C(F)(F)F)N(CC[N+](C)(C)C)C(=O)[C@@H]1C	CHEMBL352750
COc1cccc(c1)[C@@H]1Cc2cc(Cl)ccc2N(CCN(C)C)C(=O)[C@@H]1OC(C)=O	CHEMBL354353
COc1ccc(cc1OC)[C@@H]1Cc2c(cccc2C(F)(F)F)N(CCN(C)C)C(=O)[C@@H]1C	CHEMBL410539
COc1ccc(cc1)[C@@H]1Cc2cc(Cl)ccc2N(CCN(C)C)C(=O)[C@@H]1OC(C)=O	CHEMBL315809
CNC(=O)Oc1ccc2N(CCN(C)C)C(=O)[C@H](OC(C)=O)[C@@H](Cc2c1)c1ccc(OC)cc1	CHEMBL349140
CSc1ccc(cc1)[C@@H]1Cc2c(cccc2C(F)(F)F)N(CCN(C)C)C(=O)[C@@H]1C	CHEMBL167384
CCOC(=O)c1cccc2N(CCN(C)C)C(=O)[C@H](OC(C)=O)[C@@H](Cc12)c1ccc(OC)cc1	CHEMBL163719
CCC[C@@H]1[C@@H](Cc2ccccc2N(CCN(C)C)C1=O)c1ccc(OC)cc1	CHEMBL350321
COc1ccc(cc1)[C@@H]1Cc2c(cccc2C(F)(F)F)N(CCN(C)CC=C)C(=O)[C@@H]1OC(C)=O	CHEMBL164134
COc1ccc(cc1)[C@@H]1Cc2c(OC)c(Br)ccc2N(CCN(C)C)C(=O)[C@@H]1OC(C)=O	CHEMBL353757
COc1ccc(cc1)[C@@H]1Cc2c(cccc2C(F)(F)F)N(CCN(C)C(C)=O)C(=O)[C@@H]1O	CHEMBL165445
COc1ccc(cc1)[C@@H]1Cc2c(cccc2C(F)(F)F)N(C(C)CN(C)C)C(=O)[C@@H]1C	CHEMBL167987
COc1ccc(cc1)[C@@H]1Cc2c(OC)c(Br)ccc2N(CCN(C)C)C(=O)[C@@H]1C	CHEMBL165086
CC[C@@H]1[C@@H](Cc2c(cccc2C(F)(F)F)N(CCN(C)C)C1=O)c1ccc(OC)cc1	CHEMBL349193
COc1ccc(cc1)[C@@H]1Cc2c(cccc2C(F)(F)F)N(CCN(C)C)C(=O)[C@@H]1O	CHEMBL351235
COc1ccc(cc1)[C@@H]1Cc2ccccc2N(CCN(C)C)C(=O)[C@@H]1C	CHEMBL98189
C[C@@H]1[C@@H](Cc2c(cccc2C(F)(F)F)N(CCN(C)C)C1=O)c1ccc(O)cc1	CHEMBL167512
COc1ccc(cc1)[C@@H]1Cc2c(cccc2C(F)(F)F)N(CCN(C)CC#C)C(=O)[C@@H]1OC(C)=O	CHEMBL167147
COc1ccc(cc1)[C@@H]1Cc2c(OC)cccc2N(CCN(C)C)C(=O)[C@@H]1OC(C)=O	CHEMBL165217
COc1ccc(cc1)[C@@H]1Cc2ccccc2N(CCN(C)C)C(=O)[C@@H]1OC(C)=O	CHEMBL89099
COc1ccc(cc1)[C@@H]1Cc2c(cccc2C(F)(F)F)N(CCN)C(=O)[C@@H]1OC(C)=O	CHEMBL168066
COc1ccc(cc1)[C@@H]1Cc2c(cccc2C(F)(F)F)N(CCN(C)C(C)C)C(=O)[C@@H]1C	CHEMBL353566
COc1ccc(cc1)[C@@H]1Cc2c(cccc2C(F)(F)F)N(CCN(C)CCCCc2ccccc2)C(=O)[C@@H]1OC(C)=O	CHEMBL163771
COc1ccc(cc1)[C@@H]1Cc2ccccc2N(CCN(C)C)C(=O)[C@@H]1CC=C	CHEMBL163740
COc1ccc(cc1)[C@@H]1Cc2c(cccc2C(=O)OCc2ccccc2)N(CCN(C)C)C(=O)[C@@H]1OC(C)=O	CHEMBL164917
CNCCN1c2cccc(c2C[C@H]([C@@H](OC(C)=O)C1=O)c1ccc(OC)cc1)C(F)(F)F	CHEMBL164399
COc1ccc(cc1)[C@@H]1Cc2c(cccc2C(F)(F)F)N(CCN(C)C)C(=O)[C@@H]1C	CHEMBL167935
COc1ccc(cc1)[C@@H]1Cc2cc(OC)ccc2N(CCN(C)C)C(=O)[C@@H]1OC(C)=O	CHEMBL354933
CNCCN1c2cccc(c2C[C@H]([C@@H](OC(C)=O)C1=O)c1ccc(OCOC)cc1)C(F)(F)F	CHEMBL164346
O[C@H]1C[C@@H](O[C@@H]1COP(O)(O)=O)n1cc(\C=C\C(F)(F)F)c(=O)[nH]c1=O	CHEMBL3228982
CC[C@H](C)[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H]1CSSC[C@@H](N)C(=O)N[C@H](CO)C(=O)N[C@H]2CSSC[C@H](NC(=O)[C@@H](CCC(O)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@H](CCSC)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](CO)NC2=O)C(=O)N[C@H](C(C)C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](Cc2ccccc2)C(=O)N1)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O	CHEMBL438027
CC[C@H](C)[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H]1CSSC[C@@H](N)C(=O)N[C@H](C)C(=O)N[C@H]2CSSC[C@H](NC(=O)[C@@H](CCC(O)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@H](CCSC)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](CO)NC2=O)C(=O)N[C@H](C(C)C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](Cc2ccccc2)C(=O)N1)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O	CHEMBL414286
CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H]1CSSC[C@@H](N)C(=O)N[C@H](CO)C(=O)N[C@H]2CSSC[C@H](NC(=O)[C@@H](CCC(O)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@H](CCSC)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](CO)NC2=O)C(=O)N[C@H](C(C)C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](Cc2ccccc2)C(=O)N1)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O	CHEMBL442316
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]1(C)[C@@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)Nc3ccccc3)C(C)(C)C)C(C)=C([C@@H](O)C1=O)C2(C)C	CHEMBL125377
CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H]1CSSC[C@@H](N)C(=O)N[C@H](CO)C(=O)N[C@H]2CSSC[C@H](NC(=O)[C@@H](CCC(O)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@H](CCSC)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](CO)NC2=O)C(=O)N[C@H](C(C)C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](Cc2ccccc2)C(=O)N1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O	CHEMBL409171
CC[C@H](C)[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H]1CSSC[C@@H](N)C(=O)N[C@H](CO)C(=O)N[C@H]2CSSC[C@H](NC(=O)[C@@H](CCC(O)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@H](CCSC)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](CO)NC2=O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](Cc2ccccc2)C(=O)N1)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O	CHEMBL412467
OCc1ccccc1-c1ccc(CO[C@H]2CC[C@@H]([C@H]2OC\C=C/CCC(O)=O)N2CCCCCC2)cc1	CHEMBL161108
OC(=O)CC\C=C/CO[C@@H]1[C@H](CC[C@@H]1N1CCCCC1)OCc1ccc(cc1)-c1ccccc1	CHEMBL349223
OC(=O)CC\C=C/CO[C@H]1[C@H](CC[C@@H]1N1CCCCC1)OCc1ccc(cc1)-c1ccccc1	CHEMBL161427
OCc1ccc(cc1)-c1ccc(CO[C@H]2CC[C@@H]([C@H]2OC\C=C/CCC(O)=O)N2CCCCCC2)cc1	CHEMBL350418
[Na+].[Na+].[Na+].CC(CCC(C)C(C)(C)C)C1CC[C@H]2[C@@H]3C[C@H](OS([O-])(=O)=O)C4C[C@H](OS([O-])(=O)=O)[C@H](CC4(C)[C@H]3CCC12C)OS([O-])(=O)=O	CHEMBL3137809
CN1C2CC(CC1C1OC21)OC(=O)c1c[nH]c2ccccc12	CHEMBL143197
COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN2CCC[C@@H]1C2	CHEMBL2448558
CN1C2CCCC1CC(C2)NC(=O)c1nn(C)c2ccccc12	CHEMBL519643
CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)c1c[nH]c2ccccc12	CHEMBL56564
C[C@@H]1OC(=O)[C@H]2C[C@H]3CCCC[C@@H]3[C@@H](\C=C\[C@H]3CCC[C@H](C)N3C)[C@@H]12	CHEMBL277642
CN1CCCC[C@@H]1CC=C1c2ccccc2Cc2ccccc12	CHEMBL279712
CN1CCCC[C@H]1\C=C\C1c2ccccc2Cc2ccccc12	CHEMBL415038
OC(=O)CCc1ccccc1CC1OCOC1c1nc(co1)C(=O)NCCc1ccc(Cl)cc1	CHEMBL23273
OC(=O)CCc1ccccc1CC1C2CCC(O2)C1c1nc(co1)C(=O)NCCc1ccc(Cl)cc1	CHEMBL278159
O[C@H]1[C@@H](CC(=C[C@H]1OP(O)([O-])=O)C([O-])=O)OC(=C)C([O-])=O	CHEMBL33426
Oc1ccc2CC3N(CC4CC4)CCC45C(Oc1c24)c1[nH]c2cc(ccc2c1CC35O)N=C=S	CHEMBL335295
Oc1ccc2CC3N(CC4CC4)CCC45C(Oc1c24)c1[nH]c2ccc(cc2c1CC35O)N=C=S	CHEMBL129896
Oc1ccc2CC3N(CC4CC4)CCC45C(Oc1c24)c1[nH]c2c(cccc2c1CC35O)N=C=S	CHEMBL129897
Oc1ccc2CC3N(CC4CC4)CCC45C(Oc1c24)c1[nH]c2cccc(N=C=S)c2c1CC35O	CHEMBL335678
OC(=O)CCC(Sc1ccc(cc1)C(O)=O)\C=C\Cc1ccc(OCCCCOc2ccccc2)cc1	CHEMBL289880
CCOC(=O)\C=C1/CC(C)(CC)CC(=O)N1Cc1ccc(cc1)-c1ccccc1-c1nnn[nH]1	CHEMBL48602
CCOC(=O)\C=C1/C2C(C3CCC2C=C3)C(=O)N1Cc1ccc(cc1)-c1ccccc1-c1nnn[nH]1	CHEMBL123208
CCOC(=O)\C=C1/CC(CC)(CC)CC(=O)N1Cc1ccc(cc1)-c1ccccc1-c1nnn[nH]1	CHEMBL49207
C[C@](Cc1c[nH]c2ccccc12)(NC(=O)OC1C2CC3CC(C2)CC1C3)C(=O)N[C@@H](CC(O)=O)Cc1ccc(N)c(I)c1	CHEMBL84864
C[C@](Cc1c[nH]c2ccccc12)(NC(=O)OC1C2CC3CC(C2)CC1C3)C(=O)N[C@@H](CC(O)=O)Cc1ccc(N=[N+]=[N-])c(I)c1	CHEMBL312252
O=c1c2cnn(-c3ccccc3)c2nc2scc(-c3ccccc3)n12	CHEMBL158318
C\C(\C=C\C1=C(C)CCCC1(C)C)=C\C=C\C(\C)=C\C(O)=O	CHEMBL705
C\C(\C=C\C1CC1(C)c1ccc2c(c1)C(C)(C)CCC2(C)C)=C/C(O)=O	CHEMBL69091
NC(N)=Nc1ccc(cc1)C1CC(=C)OC(=O)C1NC(=O)c1ccccc1	CHEMBL134927
NC(N)=Nc1ccc(cc1)C1CC(=O)O\C(C1)=C/I	CHEMBL137269
NC(N)=Nc1ccc(cc1)C1CC(=C)OC(=O)C1	CHEMBL134926
OC(=O)[C@H](CNC(=O)c1ccc2CN(CCC3CCNCC3)C(=O)c2c1)NS(=O)(=O)Cc1ccccc1	CHEMBL85064
COc1cc(N)c(I)cc1C(=O)NC1CN2CCC1CC2	CHEMBL421738
CCCC[C@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)c1ccc(cc1)S(N)(=O)=O)C(O)=O	CHEMBL2371090
NS(=O)(=O)c1ccc(cc1)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](Cc1ccc(Cl)cc1)C(O)=O	CHEMBL2371067
NS(=O)(=O)c1ccc(cc1)C(=O)NC(Cc1ccc(Cl)cc1)C(O)=O	CHEMBL152479
CCCCC(NC(=O)c1ccc(cc1)S(N)(=O)=O)C(O)=O	CHEMBL153748
NS(=O)(=O)c1ccc(cc1)C(=O)NCC(O)=O	CHEMBL51385
CC(C)N1C(=O)CC(C)(C)c2ccc(cc12)C#Cc1ccc(cc1)C(O)=O	CHEMBL430616
CC(C)N1CCC(C)(C)c2ccc(cc12)C#Cc1ccc(cc1)C(O)=O	CHEMBL80271
CC1(C)CCNc2cc(ccc12)C#Cc1ccc(cc1)C(O)=O	CHEMBL75741
CC(C)N1CCC(C)(C)c2cc(ccc12)C#Cc1ccc(cc1)C(O)=O	CHEMBL311269
CC(C)N1C(=O)CC(C)(C)c2cc(ccc12)C#Cc1ccc(cc1)C(O)=O	CHEMBL76313
C\C(=C/c1ccc(cc1)C(O)=O)c1ccc2c(c1)C(C)(C)CCC2(C)C	CHEMBL275311
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(O)=O	CHEMBL8234
CSCC[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CNC(=O)C[C@H](NC1=O)C(=O)N[C@@H](Cc1c[nH]c3ccccc13)C(=O)N[C@@H](Cc1ccccc1)C(=O)N2	CHEMBL334721
CN(C)CCc1cnc([nH]1)-c1cccc(c1)C(F)(F)F	CHEMBL314438
NCCc1cnc([nH]1)-c1cccc(c1)C(F)(F)F	CHEMBL24665
CNCCc1cnc([nH]1)-c1cccc(c1)C(F)(F)F	CHEMBL86522
CNCCc1cnc([nH]1)-c1cccc(Br)c1	CHEMBL88075
CN(C)CCc1cnc([nH]1)-c1cccc(Br)c1	CHEMBL313301
NCCc1cnc[nH]1	CHEMBL90CHEMBL544208
CNCC(O)c1ccc(O)c2[nH]c(=O)sc12	CHEMBL29141
CCCC(=O)O[C@@H]1[C@@H](C)[C@]2(O)[C@@H]3C=C(C)C(=O)[C@@]3(O)CC(CO)=C[C@H]2[C@@H]2C(C)(C)[C@]12OC(=O)CCC	CHEMBL27768
CC[C@H](C)[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H](N)Cc1ccc(OP(O)(O)=O)cc1)C(O)=O	CHEMBL46851
CC1(C)SSC(C)(C)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)NCC(=O)N[C@H](Cc2ccccc2)C(=O)N[C@H]1C(O)=O	CHEMBL294616
CCN(CC)C(=O)c1ccc(cc1)[C@@H](N1C[C@@H](C)N(CC=C)C[C@@H]1C)c1cccc(OC)c1	CHEMBL13470
CCN(CC)C(=O)c1ccc(cc1)N([C@H]1CCN(CC=C)CC1C)c1ccccc1	CHEMBL430475
CCN(CC)C(=O)c1ccc(cc1)N(C1CCN(CC=C)CC1C)c1ccccc1	CHEMBL115730
CCN(CC)C(=O)c1ccc(cc1)N([C@H]1CCN(CC=C)C[C@H]1C)c1ccccc1	CHEMBL102497
CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O	CHEMBL395429
CC[C@H](C)[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)c1cc(=O)oc2cc(OC)ccc12)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CS)C(=O)N(C)CC(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(O)=O	CHEMBL264208
CC[C@H](C)[C@H]1NC(=O)[C@@]2(CCc3ccccc3C2)NC(=O)CCSSC[C@@H](NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N(C)CC(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(N)=O	CHEMBL2110163
N[C@H]1CSSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(N)=O	CHEMBL373742
CC[C@H](C)[C@H]1NC(=O)[C@]2(CCc3ccccc3C2)NC(=O)CCSSC[C@@H](NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N(C)CC(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(N)=O	CHEMBL2110297
